UFID,GRND_FLR,HEIGHT,CONT,ABSOLUTE_HEIGHT,latitude,longitude
1995192554614472586800000000,11.0,39,12.443217405339245,51.44321740533925,37.52753842555139,126.91655842354864
1986192544924473402000000000,11.0,33,13.360526910358674,46.36052691035867,37.528272830138654,126.91644802428127
1991192875414473075200000000,11.0,40,12.98660761815201,52.98660761815201,37.527980990083705,126.92018716717479
1977192740964473825800000000,9.0,41,13.659047243268727,54.65904724326873,37.52865625487198,126.91866534463952
1996192619084471709300000000,11.0,39,14.104059146987595,53.104059146987595,37.5267482688268,126.91728866877506
1991192895064474951100000000,11.0,33,14.355941322400376,47.355941322400376,37.529671324839214,126.92040761894177
1985192748334474792700000000,11.0,40,13.768786849639023,53.76878684963902,37.52952741729155,126.91874780215487
1991192982284473868100000000,10.0,30,13.04496620621061,43.04496620621061,37.52869624385221,126.92139539302232
1977193146574475789900000000,10.0,30,13.610948022854808,43.61094802285481,37.53042897041771,126.92325226544322
1984192533554472927000000000,10.0,30,12.793102009983764,42.79310200998376,37.5278447352603,126.91631989240008
1971194543824465114300000000,12.0,36,14.686336236874372,50.68633623687437,37.52081974472868,126.93906804622328
1971194222234464368300000000,12.0,36,14.528293974293844,50.528293974293845,37.520145674004354,126.93543074316567
1971194268804463771300000000,2.0,6,14.699020735555212,20.699020735555212,37.519608063825906,126.93595802967714
1971194311504464091100000000,2.0,6,14.75145484315943,20.75145484315943,37.51989648335162,126.93644078226001
1971194400004464778700000000,12.0,36,14.319438558001632,50.319438558001636,37.52051647900495,126.93744138828016
1977194232644466550000000000,10.0,30,14.311324586574882,44.311324586574884,37.522111425687484,126.93554676786428
1977194265864466841600000000,10.0,30,14.208460730994792,44.208460730994794,37.52237431222929,126.93592235031232
1977193954334462474400000000,11.0,33,14.323835965712462,47.32383596571246,37.51843755657131,126.9324019577534
1975193967614464905200000000,12.0,36,13.818642903042457,49.81864290304246,37.52062770732325,126.93255015957301
1975194006914467016700000000,12.0,36,14.129891622975222,50.12989162297522,37.522530464919704,126.93299291292061
1975194009194465035700000000,12.0,36,13.883380088798997,49.883380088799,37.52074561507558,126.93302029443552
1983192912434475920000000000,11.0,40,14.04392723288234,54.04392723288234,37.53054444419808,126.9206032074498
1976192285004472592200000000,1.0,4,15.0,19.0,37.527541081614004,126.91350837802335
